img1,img2,distance
..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8e8ce353e705_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9deea004dca2_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a0653efeb054_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c1081bb8a810_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ed34b8f73263_img2.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_efb24e6ebf70_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f4121baab593_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fd8facbdb5da_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_69671457ac96_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_d6c79d8c3e04_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img2.jpg,8
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img4.jpg,2
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img2.jpg,8
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img4.jpg,2
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img5.jpg,6
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img6.jpg,8
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img4.jpg,6
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img1.jpg,8
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img4.jpg,6
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img5.jpg,8
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img6.jpg,8
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img3.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img4.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img1.jpg,2
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img4.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img2.jpg,6
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img4.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img4.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img4.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img5.jpg,4
..\image_labeling\data\labeled\irrelevant\raw_media_6a22bf54abce_img4.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c815a4c0adfc_img6.jpg,6
..\image_labeling\data\labeled\irrelevant\raw_media_6b35e934d800_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ac7fef1c8c10_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6c730a4b25db_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_94d26db237ff_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6caf7f8a4cec_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_6eb86db320eb_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6cbe0b6c06cc_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_92d3c7af1a59_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6cbe0b6c06cc_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_aad5c5010319_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6cbe0b6c06cc_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_b7197b4288fb_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6cbe0b6c06cc_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e5a7b9a97baf_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6df9b360277c_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_77e0d0ad1ab6_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6fdd828b63bb_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_7f501671fa4b_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6fdd828b63bb_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_905d4f56d0e1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6fe3aeb7c1ee_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e676c267b6cf_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7175adc4b933_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8d0e67cfede5_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_724d5ff030fc_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_7a9d0b01164e_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7280b83304cc_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_bc9fb3fbee92_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_72b743d1db99_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ac1ca76686ce_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_72d2f94af68e_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e323a58d3141_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_72d59f1f1710_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f083afff8671_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7395dc265ea6_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_901436578087_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7395dc265ea6_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_901436578087_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_73ad3790b5cb_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fafdd0d766f1_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_73ad4fdfb2bc_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a61d85306f10_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7486c7f1ec45_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f49ef3ccfd50_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7486c7f1ec45_img3.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f49ef3ccfd50_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_749bcd614d5b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_dae369452a40_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_74d12b17ef2e_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e4628e1d2fdf_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_74e950d34946_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c3c3a0121589_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_75c2110c27fe_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_75c2110c27fe_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_764c549d2aeb_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_92360cd75e49_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7653d7dcbf98_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f56a81c50c11_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7653d7dcbf98_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fc63b22da38e_img1.jpg,10
..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8e8ce353e705_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9deea004dca2_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a0653efeb054_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c1081bb8a810_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ed34b8f73263_img2.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_efb24e6ebf70_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f4121baab593_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fd8facbdb5da_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_76fc4abdb3fb_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ba745ddc1d08_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7714d8f9437e_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_836dbe454f82_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7714d8f9437e_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_88d021286114_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7714d8f9437e_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_97c864839d10_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7739c9d8916d_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_cc07aea88455_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_787874ca40d1_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_bc664a97e503_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_78b78f993016_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fa72c7025f23_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_78e1cd802f2d_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e44a09459048_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_78f5b72282ac_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f1275600981e_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7b1038e47ebf_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8fb665f93d3f_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7bcaf6eefed5_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_dea9dc653ae7_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7c3a300dbbd5_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_81a64746be1f_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7c88b90a651d_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_daf07c543bf5_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7df1f7d379dd_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f19af89c7d7c_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7e47f3afb731_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ef87115a0f04_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7eee3f21d2b6_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9f64955735f0_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7f501671fa4b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_905d4f56d0e1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7f707c6817b6_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_85b4742ab109_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_7fe2e22b5b08_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_d4bc951efade_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_80e366eb38f1_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_80e366eb38f1_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_80e366eb38f1_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c98ef9439568_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_80e366eb38f1_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c98ef9439568_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_80e366eb38f1_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c98ef9439568_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_80e366eb38f1_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c98ef9439568_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8e8ce353e705_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9deea004dca2_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a0653efeb054_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c1081bb8a810_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ed34b8f73263_img2.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_efb24e6ebf70_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f4121baab593_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fd8facbdb5da_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_8223e3dd6458_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e950384f4159_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8356c2b7a9f5_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8356c2b7a9f5_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_836dbe454f82_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_88d021286114_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_836dbe454f82_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_97c864839d10_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_83e93af385e2_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f796e5403985_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_840f0a4a07da_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_b5bb9fd15676_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8473b56e0acd_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_aba49f7345a1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8473b56e0acd_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_aba49f7345a1_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_84c88ea08dec_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f718e629ee72_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_84ffea4c5c57_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ba96b81ee5c9_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_85418250acc4_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e0214e30ec39_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8561aef58c5f_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8b20b30d3446_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_86bc1964c8bf_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_abc9231046c6_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8727a77dd171_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_93201418be5e_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_87615a7e858b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a6046e45ae79_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8791782b2b4a_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_b925fbaa843d_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_882dfef838bc_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_dd4561d14900_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8843bcb87c26_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9599e3aaa95d_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8852aff1de90_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c7befedc650b_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8852aff1de90_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_cd4df4669378_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8852aff1de90_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c7befedc650b_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8852aff1de90_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_cd4df4669378_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8852aff1de90_img3.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c7befedc650b_img5.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8852aff1de90_img3.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_cd4df4669378_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8852aff1de90_img4.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c7befedc650b_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8852aff1de90_img4.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_cd4df4669378_img4.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_886691f689b8_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8c7ae2d649dc_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8887798ce511_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9b80c4ff67e1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_88d021286114_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_97c864839d10_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8b4079370e09_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c0a46a331281_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8b5d7b94336d_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c884fc3e96a0_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8d0e0b02c625_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c43fe8a01c82_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_8d6816ebe17d_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8d6816ebe17d_img2.jpg,6
