img1,img2,distance
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8e8ce353e705_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9deea004dca2_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a0653efeb054_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c1081bb8a810_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ed34b8f73263_img2.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_efb24e6ebf70_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f4121baab593_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_3b57cce419ed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fd8facbdb5da_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_3b86c4d1618d_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_80ddaacb9ad6_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3ca027af2a69_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c1e4645893e1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3caf9921ae72_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_d0a4364bfe3d_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3ccb68b4ae95_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fad85b200f09_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3ccf20dec016_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_51820abd9530_img1.jpg,10
..\image_labeling\data\labeled\irrelevant\raw_media_3ccf20dec016_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8dcaca09741d_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3cd541f37ab8_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e6693e0617eb_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3da4a25070c3_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8f34e49f70ba_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3db5c8fdbde0_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_98984794d8f3_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3df69aef6160_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_b0fbd0087209_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3e25e9774ab4_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_b6c8599356b0_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3eaa1bef2a14_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_7653d7dcbf98_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3eaa1bef2a14_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f56a81c50c11_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3eaa1bef2a14_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fc63b22da38e_img1.jpg,10
..\image_labeling\data\labeled\irrelevant\raw_media_3ef856feb777_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_cab4636c4290_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3f693ac8470b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_bc35fa7ff8b0_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3f808f4a42a1_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a1ea858c270a_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_3f951857b215_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e891080b79f3_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4075ea00a177_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9eae5e79c595_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4075ea00a177_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9eae5e79c595_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4075ea00a177_img3.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9eae5e79c595_img3.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4075ea00a177_img4.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9eae5e79c595_img4.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_40b9f12b41c8_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_6a9ad84447bb_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_412674aa9b52_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_47e38103c5e3_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_41415f13604b_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e74a2fee12f8_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_421f37cfcca1_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_cbad9297b74b_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4252d4d6272c_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9271ce449b54_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_42e0183f69f8_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_42e0183f69f8_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_433dc6ebf7fa_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_434c044483de_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_442e1fb6bf9a_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_551271b19d78_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_452ed5547dc2_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_4b16f4f59098_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_452ed5547dc2_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_58d00742835d_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_45a9fe53af3d_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c6446660cef9_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_466ce8bca400_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ed3eefce0fb4_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_46b27e7c44db_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_6a0df962a957_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_46edbcab1701_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_7366f797b45b_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_485636fa96af_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8e9126ade0d1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_488b7c2557dc_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_513c8b4f4c4b_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_48917f311613_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a28e56385b18_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4895cf38b787_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c45995baf572_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_48cebb258be3_img1.jpg,..\image_labeling\data\labeled\wrong_item\raw_media_f8d0cc692204_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_48ede9ba5a42_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_d85548cc525b_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_490ac17e20dd_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_986eebc950bb_img1.jpg,2
..\image_labeling\data\labeled\irrelevant\raw_media_496235faefdf_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e474de5e487b_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4a094d1aa292_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_50d42177b7ad_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4a4be0d944a3_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e473521d8199_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4a5412a458c3_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_cd8746e21360_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4ade423759a9_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_663cd1dc5a56_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4ade423759a9_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_663cd1dc5a56_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4ae240abdcee_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f7eda9725e42_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4b16f4f59098_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_58d00742835d_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4b48e0219973_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ae6051f16d3a_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4bf3efd75b5b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_5e08be8fece6_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4bf6d63489e5_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_7d4ae96aadb3_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4bf77382b990_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e38761bf7468_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4bfca9f583fc_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_5f86c2f8ef3d_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4c42be943381_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_5365064b8d75_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4c71bc634d93_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_80de6ca97fee_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4c7e29681b6f_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_547838fd4974_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4d9c2526d10f_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e709010fb1e9_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4e33b14cad7c_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e9e2714beb97_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4e49370b8162_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e48df1b7dd8d_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4e49370b8162_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e48df1b7dd8d_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4eab16098e1c_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_aff44e77911a_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4eb54618fd58_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e0d552db4213_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4f6da626f4f1_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a177045a0022_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8e8ce353e705_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9deea004dca2_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a0653efeb054_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c1081bb8a810_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ed34b8f73263_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_efb24e6ebf70_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f4121baab593_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_4f9d09e97768_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fd8facbdb5da_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_50065846f978_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ddcc1551abb0_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_50f71848db72_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_537d3228d6f0_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_51820abd9530_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8dcaca09741d_img1.jpg,10
..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_81bd4787d77c_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8e8ce353e705_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9deea004dca2_img1.jpg,1
..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a0653efeb054_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c1081bb8a810_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ed34b8f73263_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_efb24e6ebf70_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f4121baab593_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_523d91148995_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fd8facbdb5da_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_52751f55ce1b_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f75dcab901f1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_53afdf0bc1fa_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a38804874524_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_53ccc3278ae8_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_b8a1e6e14bfd_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_547637075140_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_620e6902b0d5_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_547637075140_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_d346f4a33668_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_55127f598e4f_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e7c06281b2ca_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5538193404e4_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9afd5926530a_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5564611262f9_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_6c13d2e74e26_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_56b6c16bbb54_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ccf1f7d8b5c0_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_581367fac190_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c0956f4f3e5c_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_582aea7d179c_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fe245dfe8610_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_598cabb4f4cc_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9dc42e9e47b0_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_59f98d20b9f8_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_982ed39f5fe0_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5a20107ed9d6_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_b7584809aeec_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5aa20a8f9446_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8ac3200b0170_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5aa8160b71a8_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_79750d1b5a57_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5af23e09b5ff_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e3443d2ecd0a_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5af2c307aaa2_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_80cf7b96cb30_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5bbc2cda26c8_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_a3db8abceeb8_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5be1e6a94182_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_aa4031c57c09_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5be1e6a94182_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e70ed0a3efdd_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5c1814f9f52e_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_5eeedf29a30c_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5c4fccb2169d_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8393dd6598aa_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5c8618e5bad6_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f30d0ee93baf_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5cb041b35891_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_aa424a0c03dd_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5d994a42afd8_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_6c964c4ecde0_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5e23eeffec4f_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_64ef4fe94ec5_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5f2ed4da3535_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_5f2ed4da3535_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5f2ed4da3535_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_80e366eb38f1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5f2ed4da3535_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_80e366eb38f1_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5f2ed4da3535_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c98ef9439568_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5f2ed4da3535_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c98ef9439568_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5f2ed4da3535_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_80e366eb38f1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5f2ed4da3535_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_80e366eb38f1_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5f2ed4da3535_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c98ef9439568_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5f2ed4da3535_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c98ef9439568_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5f5923da65cc_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_d97fd8325690_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_5f7027afc1c7_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_eacf14a7bc80_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_607e4fae5302_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fec52ba0e4a7_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6118d744c819_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_8f28cd392f99_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_61c0ce44f382_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_aac17cf6fb8d_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_61e2c3b97b42_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c0b3574db93c_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_620e6902b0d5_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_d346f4a33668_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_621969d1c9e1_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_e9fd0d0d21b1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_621dfae14ae8_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c4b5b37f7178_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_621e929cc5d5_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_9cad0159c62a_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_624fbf534684_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_96571981a202_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_62bbef917439_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_cba3c6611917_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_62df773c5171_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c7ec5e7ea508_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_62f5bd538e71_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_b5fc54ff11c1_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6360d8511112_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ce28de14605d_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_6372d032dbaf_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_dc06a0997f95_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_63ed08f16725_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_63ed08f16725_img2.jpg,4
..\image_labeling\data\labeled\irrelevant\raw_media_64442758f037_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_c31e659a5d4c_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_65961efc0069_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_ce576360df85_img1.jpg,8
..\image_labeling\data\labeled\irrelevant\raw_media_65961efc0069_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fe7ca318ce0e_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_66043d054af2_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_73aba0c91048_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_664b9d0aeea1_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_b8039fb1a187_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_664b9d0aeea1_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_f85cbf5e017d_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_675afe7f0497_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_97aacf080890_img1.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_68a049bdba34_img2.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_773041b37f64_img2.jpg,0
..\image_labeling\data\labeled\irrelevant\raw_media_68c68902ae27_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_765a59fd2d30_img1.jpg,0
